year,reporter,reporter_code,partner,partner_code,flow,flow_code,hs_code,commodity,trade_value_usd,net_weight_kg
2023,China,156,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1517608066.0,605429.0
2023,China,156,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,801468111.0,164665.0
2023,China,156,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,964001860.0,734113.0
2024,China,156,Singapore,702,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",2726880048.0,160695.0
2024,China,156,Singapore,702,Import,M,854232,Electronic integrated circuits; memories,2482751586.0,135211.0
2024,China,156,Singapore,702,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1503395671.0,91892.0
2024,China,156,Singapore,702,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1159961050.0,478247.0
2024,China,156,Singapore,702,Export,X,854232,Electronic integrated circuits; memories,618044039.0,122097.007
2024,China,156,Singapore,702,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1069258552.0,674714.0
2018,China,156,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",938221921.0,252774.0
2018,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,24359674.0,8160.0
2018,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,467438804.0,189240.0
2018,China,156,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",406279543.0,371248.0
2018,China,156,Germany,276,Export,X,854232,Electronic integrated circuits; memories,67230208.0,40449.0
2018,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,51402581.0,108278.0
2019,China,156,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",780784909.0,227302.0
2019,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,11837382.0,3548.0
2019,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,478017885.0,229996.0
2019,China,156,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",430472888.0,381167.0
2019,China,156,Germany,276,Export,X,854232,Electronic integrated circuits; memories,60175967.0,34126.0
2019,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,63845521.0,89269.0
2020,China,156,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",572998422.0,181977.0
2020,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,9360127.0,2665.0
2020,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,530694033.0,196495.0
2020,China,156,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",470135833.0,437967.353
2020,China,156,Germany,276,Export,X,854232,Electronic integrated circuits; memories,42441517.0,29241.0
2020,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,73509050.0,101574.0
2021,China,156,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",756811442.0,134054.0
2021,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,13357904.0,5184.245
2021,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,805701818.0,189800.0
2021,China,156,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",605637510.0,586254.0
2021,China,156,Germany,276,Export,X,854232,Electronic integrated circuits; memories,63166784.0,32167.0
2021,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,216688285.0,157658.0
2022,China,156,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1041052177.0,142354.0
2022,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,22807292.0,6679.299
2022,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,758536791.0,167765.0
2022,China,156,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",815578081.0,683406.339
2022,China,156,Germany,276,Export,X,854232,Electronic integrated circuits; memories,98626756.0,38427.159
2022,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,466162090.0,289208.907
2023,China,156,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",916785833.0,100923.0
2023,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,12416524.0,3060.005
2023,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,556696343.0,129488.0
2023,China,156,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1154172656.0,868952.0
2023,China,156,Germany,276,Export,X,854232,Electronic integrated circuits; memories,119516177.0,45991.0
2023,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,334575826.0,341922.0
2024,China,156,Germany,276,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",909322202.0,82613.001
2024,China,156,Germany,276,Import,M,854232,Electronic integrated circuits; memories,17069151.0,3065.0
2024,China,156,Germany,276,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,704990850.0,123587.0
2024,China,156,Germany,276,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",987046887.0,681986.0
2024,China,156,Germany,276,Export,X,854232,Electronic integrated circuits; memories,95808171.0,42388.0
2024,China,156,Germany,276,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,229478898.0,275289.0
2018,USA,842,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1682933492.0,0.0
2018,USA,842,China,156,Import,M,854232,Electronic integrated circuits; memories,662383010.0,0.0
2018,USA,842,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,699198334.0,0.0
2018,USA,842,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",3929473074.0,0.0
2018,USA,842,China,156,Export,X,854232,Electronic integrated circuits; memories,352655146.0,0.0
2018,USA,842,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1301456782.0,0.0
2019,USA,842,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",990429979.0,0.0
2019,USA,842,China,156,Import,M,854232,Electronic integrated circuits; memories,124098081.0,95137.177
2019,USA,842,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,375556187.0,0.0
2019,USA,842,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",6537396797.0,0.0
2019,USA,842,China,156,Export,X,854232,Electronic integrated circuits; memories,107632023.0,0.0
2019,USA,842,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1097661966.0,0.0
2020,USA,842,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1303615089.0,0.0
2020,USA,842,China,156,Import,M,854232,Electronic integrated circuits; memories,90388919.0,0.0
2020,USA,842,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,313107661.0,0.0
2020,USA,842,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",8207375315.0,0.0
2020,USA,842,China,156,Export,X,854232,Electronic integrated circuits; memories,71703835.0,0.0
2020,USA,842,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1452058227.0,0.0
2021,USA,842,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1659021299.0,1040533.713
2021,USA,842,China,156,Import,M,854232,Electronic integrated circuits; memories,98465897.0,63889.613
2021,USA,842,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,499683219.0,315146.587
2021,USA,842,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",9719787675.0,0.0
2021,USA,842,China,156,Export,X,854232,Electronic integrated circuits; memories,94293691.0,0.0
2021,USA,842,China,156,Export,X,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,1936493254.0,0.0
2022,USA,842,China,156,Import,M,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",1496015787.0,
2022,USA,842,China,156,Import,M,854232,Electronic integrated circuits; memories,146613808.0,68186.855
2022,USA,842,China,156,Import,M,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,852379418.0,
2022,USA,842,China,156,Export,X,854231,"Electronic integrated circuits; processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",6600118927.0,
2022,USA,842,China,156,Export,X,854232,Electronic integrated circuits; memories,148191733.0,70994.0
